Accession ID,Collection date,Submission date,Location,PozicijeRazlika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625941,12/13/2021,2/7/2022,Europe / Hungary / Pest County,211,242,3038,4182,4966,6403,6697,7125,8987,9054,9431,10030,11202,11333,14409,15452,15953,16467,18745,19221,21619,21988,22006,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24131,24411,25470,26595,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29180,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625942,12/13/2021,2/7/2022,Europe / Hungary / Pest County,211,242,1049,1500,3038,4182,5278,6268,6403,7125,8987,9054,10030,11202,11333,14409,15452,16467,16727,19221,20005,20938,21619,21988,22030,22031,22032,22033,22034,22035,22081,22918,22996,23404,23605,24325,24411,25470,25495,25856,26692,26768,27528,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28462,28512,28706,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625943,12/14/2021,2/7/2022,Europe / Hungary / Zala county,211,242,1049,1289,2909,3038,3778,4182,6197,6403,7125,7421,8987,9054,10030,11202,11333,12326,14409,15452,16467,19221,20938,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23075,23404,23605,24411,25470,26768,27528,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625944,12/14/2021,2/7/2022,Europe / Hungary / Pest County,211,242,3038,4182,6403,7125,7610,8987,9054,10030,11202,11333,14409,15452,15953,16467,16780,18163,19221,21619,21988,22030,22031,22032,22033,22034,22035,22105,22918,22996,23404,23605,24411,25470,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29261,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625945,12/15/2021,2/7/2022,Europe / Hungary / Pest County,211,242,2579,3038,3487,4182,6403,7125,7394,8987,9054,10030,11202,11333,14409,15452,15953,16467,18745,19221,19573,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24131,24411,25470,26768,27243,27639,27738,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29172,29403,29777,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625946,12/23/2021,2/7/2022,Europe / Hungary / Veszprem County,175,211,242,3038,4182,6403,7125,8987,9054,10030,11202,11333,14409,15452,15953,16467,19221,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29403,29777,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625947,11/16/2021,2/7/2022,Europe / Hungary,211,242,963,1270,3038,3918,4182,6079,6403,7125,8987,9054,9191,10030,10508,11084,11202,11333,14409,15452,16467,19221,21619,21847,21988,22030,22031,22032,22033,22034,22035,22918,22996,23121,23404,23597,23605,23675,24411,25470,25539,25627,26055,26768,27144,27639,27753,27875,27917,28249,28250,28251,28252,28253,28254,28272,28379,28462,28629,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625948,11/16/2021,2/7/2022,Europe / Hungary,211,242,3038,4182,6403,6537,7125,8987,9054,10030,11202,11333,14409,15452,15953,16467,19221,20845,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,26754,26768,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29096,29384,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625949,11/16/2021,2/7/2022,Europe / Hungary,211,242,527,3038,3705,3812,4182,4334,6403,7125,8987,9054,10030,10729,11202,11333,11418,11783,13184,14409,15452,16467,17767,19221,19525,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,26768,27162,27526,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29813,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625950,11/16/2021,2/7/2022,Europe / Hungary,211,242,836,3038,3278,4182,6287,6403,7125,7852,8987,9054,10030,10324,11202,11333,14409,15452,16467,19221,21619,21847,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,23639,24411,25470,25818,26768,27639,27753,27875,27916,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29773,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625951,11/18/2021,2/7/2022,Europe / Hungary,211,242,3038,3319,4182,5991,6403,6555,7125,8987,9054,10030,10172,11202,11333,11796,12818,13169,14409,15241,15452,15541,16467,16727,19221,19860,21619,21847,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23558,23605,24411,25470,25997,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28397,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625952,11/18/2021,2/7/2022,Europe / Hungary,211,242,3038,3718,4182,6403,7125,8987,9054,10030,11202,11333,13644,14409,14933,15452,15953,16467,17978,18745,19221,21619,21792,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,26768,27485,27639,27753,27875,27880,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29250,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625953,11/19/2021,2/7/2022,Europe / Hungary,211,242,3038,3048,4167,4182,6403,7125,7610,8987,9054,10030,11202,11333,13507,14409,15452,15953,16467,19221,21619,21988,22030,22031,22032,22033,22034,22035,22105,22918,22996,23404,23605,24411,25470,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625954,11/19/2021,2/7/2022,Europe / Hungary,211,242,1730,2041,3038,4322,5185,5585,9892,11419,11515,13020,13621,14031,14409,15452,16467,18087,21619,21988,22030,22031,22032,22033,22034,22035,22228,22793,22918,22996,23404,23605,24411,25417,25470,26768,27639,27753,28249,28250,28251,28252,28253,28254,28272,28462,28882,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625955,11/20/2021,2/7/2022,Europe / Hungary,211,242,3038,4182,4229,5172,6403,7001,7125,8987,9054,9694,10030,11202,11333,14409,15452,15953,16467,18745,19221,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625956,11/22/2021,2/7/2022,Europe / Hungary,211,242,614,1049,3038,3329,4182,5870,6403,7125,8987,9054,10030,11202,11333,11522,13618,14408,14409,14600,15452,16467,19221,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,25522,26768,27226,27244,27528,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625957,11/22/2021,2/7/2022,Europe / Hungary,211,242,935,1049,3038,3686,4182,6403,7125,8987,9054,10030,11202,11333,14409,15452,16467,17823,19221,19852,20134,20497,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23420,23605,24411,25470,26768,27325,27468,27528,27633,27639,27753,27875,28202,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625958,11/23/2021,2/7/2022,Europe / Hungary,175,211,242,932,3038,4182,5836,6403,7125,7852,8987,9054,10030,11202,11333,14409,15452,15544,16467,19221,21619,21847,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,23710,24411,25470,25622,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28462,28882,28893,28917,29069,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625959,11/23/2021,2/7/2022,Europe / Hungary,211,242,3038,4182,6403,7125,7937,8987,9054,9221,10030,11202,11333,12269,13713,14409,15452,16467,17237,18396,19221,20556,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,24452,25063,25446,25470,25845,26768,26841,27639,27738,27753,27875,27977,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625960,11/24/2021,2/7/2022,Europe / Hungary,211,242,3038,3141,4067,4182,5231,6403,7125,7852,8987,9054,10030,11202,11333,12514,14409,15452,16467,17041,19221,21619,21847,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,24411,25470,26228,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625961,11/24/2021,2/7/2022,Europe / Hungary,211,242,3038,4182,4229,5003,6403,7001,7125,8987,9054,9694,10030,11202,11333,14409,15452,15953,16467,18745,19221,21619,21988,22030,22031,22032,22033,22034,22035,22918,22996,23404,23605,23807,24015,24411,25470,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29403,29510,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625962,11/25/2021,2/7/2022,Europe / Hungary,211,242,3038,4182,4229,5184,6403,6405,7001,7125,8987,9054,9694,10030,11202,11333,14409,14719,15452,15953,16467,18745,19221,21619,21988,22030,22031,22032,22033,22034,22035,22682,22918,22996,23404,23605,24411,25470,26768,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625963,11/26/2021,2/7/2022,Europe / Hungary,211,242,3038,4182,6403,7125,7610,8987,9054,10030,11202,11333,14409,15452,15953,16467,19221,21619,21988,22030,22031,22032,22033,22034,22035,22105,22918,22996,23404,23605,24411,25470,26768,26886,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625964,11/26/2021,2/7/2022,Europe / Hungary,211,242,1514,2884,3038,4182,6403,7125,8987,9054,10030,11202,11333,14409,15452,15953,16467,18745,19221,20133,21619,21988,22030,22031,22032,22033,22034,22035,22347,22918,22996,23404,23605,24411,25470,26768,27272,27639,27753,27875,28249,28250,28251,28252,28253,28254,28272,28300,28462,28820,28882,28917,29250,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625965,11/25/2021,2/7/2022,Europe / Hungary,211,242,527,2519,3038,4182,5438,6403,7125,7769,8987,9054,10030,11202,11333,14409,14581,15452,16467,17123,18030,19221,19525,21619,21911,21988,22030,22031,22032,22033,22034,22035,22315,22918,22996,23404,23605,23656,24358,24411,25470,26768,27402,27639,27753,27875,28087,28249,28250,28251,28252,28253,28254,28272,28462,28882,28917,29403,29788,29819,30032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPI_ISL_9625966,11/27/2021,2/7/2022,Europe / Hungary,211,242,527,2519,3038,4182,5438,6403,6878,7125,7769,8987,9054,10030,11202,11333,11904,14409,15369,15452,16093,16467,19221,19364,19525,21619,21988,22030,22031,22032,22033,22034,22035,22315,22794,22918,22996,23404,23605,24411,25470,25715,26764,26768,27639,27753,27875,28087,28249,28250,28251,28252,28253,28254,28272,28462,28835,28882,28917,29403,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
